时间,正向有功电能,A相电流,B相电流,C相电流,A相有功功率,B相有功功率,C相有功功率,视在功率,负载率
2025-06-23 22:00:00,9474125.0,493.74,570.29,705.42,113.36,130.07,162.68,417.57,0.334056
2025-06-23 23:00:00,9474506.0,499.8,543.04,660.5,114.19,123.43,151.3,399.6,0.31968
2025-06-24 00:00:00,9474878.0,525.79,568.02,669.14,120.28,129.85,152.93,416.91,0.33352800000000005
2025-06-24 01:00:00,9475243.0,507.9,570.1,692.3,114.51,127.47,155.65,415.35,0.33228
2025-06-24 02:00:00,9475595.0,478.57,537.27,629.26,109.13,122.79,143.54,387.81,0.310248
2025-06-24 03:00:00,9475951.0,446.65,495.29,599.34,101.96,113.21,136.77,365.58,0.292464
2025-06-24 04:00:00,9476284.0,399.89,465.05,558.98,91.17,105.83,127.84,334.07,0.267256
2025-06-24 05:00:00,9476605.0,388.66,461.21,571.95,87.23,103.91,128.94,329.75,0.2638
2025-06-24 06:00:00,9476927.0,401.51,469.5,557.4,90.75,105.64,125.88,329.68,0.263744
2025-06-24 07:00:00,9477269.0,470.45,608.59,655.25,106.42,137.92,148.16,403.75,0.323
2025-06-24 08:00:00,9477765.0,700.88,948.95,1099.86,158.55,215.63,248.81,635.63,0.508504
2025-06-24 09:00:00,9478400.0,728.23,928.01,1122.64,164.96,211.55,255.44,644.11,0.515288
2025-06-24 11:00:00,9479657.0,789.37,951.65,1134.98,180.38,215.98,259.08,662.61,0.530088
2025-06-24 12:00:00,9480295.0,809.49,923.69,1098.53,184.61,209.87,250.44,651.49,0.521192
2025-06-24 13:00:00,9480938.0,768.94,923.5,1029.62,175.98,211.71,234.92,637.08,0.509664
2025-06-24 14:00:00,9481529.0,754.63,905.57,1067.73,174.27,208.16,245.93,639.56,0.511648
2025-06-24 15:00:00,9482156.0,816.41,1040.9,1144.69,186.64,240.61,260.54,705.43,0.564344
2025-06-24 16:00:00,9482801.0,788.88,962.97,1131.85,181.33,221.16,259.31,675.33,0.5402640000000001
2025-06-24 17:00:00,9483440.0,673.2,868.56,990.1,153.95,198.53,226.44,590.41,0.47232799999999997
2025-06-24 18:00:00,9483987.0,587.81,707.35,845.83,136.61,160.65,195.53,503.66,0.402928
2025-06-24 19:00:00,9484454.0,586.62,722.92,808.01,135.15,167.44,186.9,498.75,0.399
2025-06-24 20:00:00,9484898.0,549.99,676.08,794.19,124.34,153.41,180.79,468.52,0.374816
2025-06-24 22:00:00,9485795.0,563.22,586.09,718.21,129.37,134.26,165.73,438.9,0.35112
2025-06-24 23:00:00,9486218.0,450.02,534.41,617.13,103.18,122.59,142.05,375.1,0.30008
2025-06-25 00:00:00,9486610.0,466.6,490.86,606.8,106.63,112.0,139.51,368.0,0.2944
2025-06-25 01:00:00,9486980.0,423.67,484.28,601.44,96.88,110.89,138.11,354.97,0.283976
2025-06-25 02:00:00,9487346.0,383.35,462.65,552.89,87.31,107.18,126.93,329.17,0.263336
2025-06-25 03:00:00,9487679.0,415.19,484.35,573.49,93.98,110.22,130.41,344.53,0.275624
2025-06-25 04:00:00,9488019.0,430.95,502.98,593.99,97.76,114.07,134.94,358.15,0.28652
2025-06-25 05:00:00,9488369.0,411.17,451.19,549.57,93.18,102.39,125.43,326.77,0.261416
2025-06-25 06:00:00,9488736.0,499.03,591.88,667.59,110.85,131.54,147.57,405.39,0.324312
2025-06-25 07:00:00,9489109.0,492.63,609.27,741.75,110.67,136.79,166.88,428.84,0.343072
2025-06-25 08:00:00,9489604.0,680.84,855.91,1018.56,153.44,193.48,230.66,588.29,0.470632
2025-06-25 09:00:00,9490241.0,709.35,907.82,1071.35,162.0,206.42,245.0,621.65,0.49732
2025-06-25 10:00:00,9490869.0,717.2,873.18,1037.66,162.78,196.99,235.56,603.22,0.482576
2025-06-25 12:00:00,9492159.0,799.83,947.09,1168.5,182.06,213.68,260.33,666.94,0.533552
2025-06-25 13:00:00,9492825.0,780.75,904.33,1048.14,179.96,207.71,239.78,643.77,0.515016
